code,description,status,superseded_by
72285069,Less than 80 mm,current,
03044950,Redfish (Sebastes spp.),current,
87012310,New,current,
44079940,Sanded,current,
02031959,Other,current,
29322020,gamma-Butyrolactone,current,
39169090,Other,current,
84553090,Other,current,
41041151,"Whole hides and skins, of a unit surface area exceeding 28 square feet (2,6 m2)",current,
56031480,Other,current,
85166050,"Cooking plates, boiling rings and hobs",current,
70052925,"Of a thickness not exceeding 3,5 mm",current,
70109043,"More than 0,33 l but less than 1 l",current,
63022990,Of other textile materials,current,
84662098,Other,current,
38245010,Concrete ready to pour,current,
19041030,Obtained from rice,current,
82074030,Tools for threading,current,
64039998,For women,current,
81069090,Other,current,
72222081,"2,5 % or more of nickel",current,
22084011,Rum with a content of volatile substances other than ethyl and methyl alcohol equal to or exceeding 225 grams per hectolitre of pure alcohol (with a 10 % tolerance),current,
73181491,Spaced-thread screws,current,
29156011,"1-Isopropyl-2,2-dimethyltrimethylene diisobutyrate",current,
72191290,"Containing by weight less than 2,5 % of nickel",current,
94049090,Other,current,
44071290,Other,current,
90172005,Plotters,current,
72166110,"C, L, U, Z, omega or open-ended sections",current,
83024150,For windows and French windows,current,
64029905,Incorporating a protective metal toecap,current,
43023025,Of rabbit or hare,current,
48042190,Other,current,
63053310,Knitted or crocheted,current,
09109190,Crushed or ground,current,
33029010,Alcoholic solutions,current,
87012190,Used,current,
20091111,Of a value not exceeding € 30 per 100 kg net weight,current,
44072810,"Sanded; end-jointed, whether or not planed or sanded",current,
96161090,Mounts and heads,current,
31024010,With a nitrogen content not exceeding 28 % by weight,current,
84501119,Top-loading machines,current,
90041091,With lenses of plastics,current,
87149630,Crank-gear,current,
58109210,"Of a value exceeding € 17,50/kg (net weight)",current,
85433040,Electroplating and electrolysis machines of a kind used solely or principally for the manufacture of printed circuits,current,
15081090,Other,current,
15081010,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,current,
84073290,Of a cylinder capacity exceeding 125 cm3 but not exceeding 250 cm3,current,
26190095,Waste suitable for the extraction of vanadium,current,
85444995,For a voltage exceeding 80 V but less than 1000 V,current,
84621910,Numerically controlled,current,
38249930,"Naphthenic acids, their water-insoluble salts and their esters",current,
62059080,Of other textile materials,current,
72044990,Other,current,
84615019,Other,current,
63039910,Nonwovens,current,
27011290,Other,current,
84472020,Warp knitting machines (including Raschel type); stitch-bonding machines,current,
90160090,Parts and accessories,current,
48051990,Other,current,
07070005,Cucumbers,current,
87169050,Axles,current,
04081920,Unfit for human consumption,current,
95030075,Of plastics,current,
84182199,Exceeding 250 litres but not exceeding 340 litres,current,
73181558,Other,current,
37061099,Other positives,current,
85393980,Other,current,
44072690,Other,current,
96032980,Other,current,
61103091,Men's or boys',current,
03045910,Freshwater fish,current,
61102099,Women's or girls',current,
15220039,Other,current,
39119011,"Poly(oxy-1,4-phenylenesulphonyl-1,4-phenyleneoxy-1,4-phenyleneisopropylidene-1,4-phenylene), in one of the forms mentioned in note 6(b) to this chapter",current,
04041052,"Exceeding 1,5 % but not exceeding 27 %",current,
85366910,For coaxial cables,current,
61013090,"Anoraks (including ski jackets), windcheaters, wind-jackets and similar articles",current,
85392198,Not exceeding 100 V,current,
15159051,"Solid, in immediate packings of a net content not exceeding 1 kg",current,
33012931,Deterpenated,current,
87042399,Used,current,
73041910,"Of an external diameter not exceeding 168,3 mm",current,
62114342,Lower parts,current,
44111497,"Of a density not exceeding 0,5 g/cm³",current,
44079510,"Planed; end-jointed, whether or not planed or sanded",current,
73065029,Other,current,
87023010,Of a cylinder capacity exceeding 2800 cm3,current,
68042218,Reinforced,current,
04021099,Other,current,
72254012,Of tool steel,current,
29299010,"N,N-Dimethylphosphoramidic dichloride",current,
72172010,"With a maximum cross-sectional dimension of less than 0,8 mm",current,
15122110,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,current,
72071111,Of free-cutting steel,current,
44032510,Sawlogs,current,
87149130,Front forks,current,
84151010,Self-contained,current,
87084099,Other,current,
29336910,"Atrazine (ISO); propazine (ISO); simazine (ISO); hexahydro-1,3,5-trinitro-1,3,5-triazine (hexogen, trimethylenetrinitramine)",current,
82079071,For working metal,current,
84831021,Of cast iron or cast steel,current,
44071910,"End-jointed, whether or not planed or sanded",current,
85423290,Other memories,current,
49070090,Other,current,
44111294,"Of a density not exceeding 0,8 g/cm³",current,
04069093,Exceeding 72 %,current,
32074040,"Glass in the form of flakes of a length of 0,1 mm or more but not exceeding 3,5 mm and of a thickness of 2 micrometres or more but not exceeding 5 micrometres; glass, in the form of powder or granules, containing by weight 99 % or more of silicon dioxide",current,
62024010,"Of a weight, per garment, not exceeding 1 kg",current,
27101955,For undergoing chemical transformation by a process other than those specified in respect of subheading 27101951,current,
61119019,Other,current,
84672199,Other,current,
65050090,Other,current,
58041090,Other,current,
87045110,Specially designed for the transport of highly radioactive materials (Euratom),current,
62114341,Upper parts,current,
94033019,Other,current,
61124990,Other,current,
85022060,Of an output exceeding 375 kVA but not exceeding 750 kVA,current,
03021110,Of the species Oncorhynchus apache or Oncorhynchus chrysogaster,current,
96099010,Pastels and drawing charcoals,current,
24049110,Nicotine containing products intended to assist tobacco use cessation,current,
87041090,Other,current,
16023211,Uncooked,current,
73063080,"Exceeding 168,3 mm but not exceeding 406,4 mm",current,
73170080,Other,current,
64039116,For men,current,
85291011,Telescopic and whip-type aerials for portable apparatus or for apparatus for fitting in motor vehicles,current,
63014010,Knitted or crocheted,current,
90258080,Other,current,
29171390,Other,current,
51062091,Unbleached,current,
70133319,Other,current,
85041080,Other,current,
59029010,Impregnated with rubber,current,
83024190,Other,current,
29039910,"2,3,4,5,6-Pentabromoethylbenzene",current,
56075019,Other,current,
89033290,Other,current,
85072020,Working with liquid electrolyte,current,
04029939,Other,current,
15030011,For industrial uses,current,
35052090,"Containing, by weight, 80 % or more of starches or dextrins or other modified starches",current,
39199020,Self-adhesive circular polishing pads of a kind used for the manufacture of semiconductor wafers,current,
39269060,Protective face shields/visors,current,
21013019,Other,current,
38051090,Sulphate turpentine,current,
62034130,Bib and brace overalls,current,
69120081,Of common pottery,current,
70134910,Of toughened glass,current,
62042918,Other,current,
08021190,Other,current,
10061030,Round grain,current,
85340090,With other passive elements,current,
48181010,"Weighing, per ply, 25 g/m2 or less",current,
84879051,Of cast steel,current,
72149931,80 mm or more,current,
15179010,"Containing, by weight, more than 10 % but not more than 15 % of milkfats",current,
23070090,Argol,current,
62013010,"Of a weight, per garment, not exceeding 1 kg",current,
84853090,Other,current,
85014080,Of an output exceeding 750 W,current,
04022991,"In immediate packings of a net content not exceeding 2,5 kg",current,
87149910,Handlebars,current,
48043180,Other,current,
90192020,"Mechanical ventilation apparatus, non-invasive",current,
73102990,"With a wall thickness of 0,5 mm or more",current,
81129240,Niobium (columbium),current,
87032210,New,current,
50072041,Diaphanous fabrics (open weave),current,
87012210,New,current,
84135069,Other,current,
84439110,Of apparatus of subheading 84431940,current,
69120021,Of common pottery,current,
70169010,Leaded lights and the like,current,
22042193,White,current,
63025990,Other,current,
87163910,Specially designed for the transport of highly radioactive materials (Euratom),current,
39232990,Other,current,
04101099,Other,current,
48025530,Weighing 75 g/m2 or more but less than 80 g/m2,current,
72166190,Other,current,
08112031,Raspberries,current,
48025515,Weighing 40 g/m2 or more but less than 60 g/m2,current,
11042989,Other,current,
85044084,With maximum power point tracking functionality,current,
19021910,Containing no common wheat flour or meal,current,
39171010,Of hardened protein,current,
63019010,Knitted or crocheted,current,
15163098,Other,current,
52121190,Otherwise mixed,current,
06029041,Forest trees,current,
72042190,Other,current,
85291069,Other,current,
94033011,Desks,current,
84879040,Of cast iron,current,
03038931,Of the species Sebastes marinus,current,
32064970,Other,current,
84148022,Not exceeding 60 m3,current,
20029019,In immediate packings of a net content not exceeding 1 kg,current,
20098963,With an added sugar content not exceeding 30 % by weight,current,
94039990,Of other materials,current,
73170020,Nails in strips or coils,current,
58101090,Other,current,
51119098,Of a weight exceeding 300 g/m2,current,
85299096,Other,current,
73110013,20 l or more but not more than 50 l,current,
84031090,Other,current,
85015230,"Of an output exceeding 7,5 kW but not exceeding 37 kW",current,
38059010,Pine oil,current,
85285291,With a screen of the liquid crystal display (LCD) technology,current,
84082037,Exceeding 100 kW,current,
29163910,Esters of phenylacetic acid,current,
72285080,Other,current,
84272090,Other,current,
84858090,Other,current,
87019310,"Agricultural tractors and forestry tractors, wheeled",current,
48044191,Saturating kraft,current,
58109110,"Of a value exceeding € 17,50/kg (net weight)",current,
84148073,Single-shaft,current,
84614019,Other,current,
94054910,Searchlights and spotlights,current,
70051030,"Exceeding 3,5 mm but not exceeding 4,5 mm",current,
44083125,Sanded,current,
82075090,Other,current,
41071219,Other,current,
38089321,Based on dinitroaniline derivatives,current,
85299015,Organic light-emitting diode modules and organic light-emitting diode panels for the apparatus of subheadings 852872 or 852873,current,
48219090,Other,current,
72285020,Of tool steel,current,
84189990,Other,current,
70109053,"More than 0,33 l but less than 1 l",current,
11062010,Denatured,current,
87169030,Bodies,current,
89013010,Seagoing,current,
70200030,Of glass having a linear coefficient of expansion not exceeding 5 × 10–6 per Kelvin within a temperature range of 0 °C to 300 °C,current,
56079020,Of abaca (Manila hemp or Musa textilis Nee) or other hard (leaf) fibres; of jute or other textile bast fibres of heading 5303,current,
84631010,Drawbenches for wire,current,
74112190,Other,current,
43023051,Of whitecoat pups of harp seal or of pups of hooded seal (blue-backs),current,
02044390,Other,current,
29171310,Sebacic acid,current,
29304010,Methionine (INN),current,
29322090,Other,current,
85361090,For a current exceeding 63 A,current,
72224010,"Not further worked than hot-rolled, hot-drawn or extruded",current,
39119019,Other,current,
20083090,Not containing added sugar,current,
84142020,Handpumps for cycles,current,
76061292,Less than 3 mm,current,
85362090,For a current exceeding 63 A,current,
08081080,Other,current,
87089390,Other,current,
48025620,With one side measuring 297 mm and the other side measuring 210 mm (A4 format),current,
84439191,Of cast iron or cast steel,current,
72179020,"Containing by weight less than 0,25 % of carbon",current,
84662020,Jigs and fixtures for specific applications; sets of standard jig and fixture components,current,
90229080,Other,current,
03039110,Hard and soft roes for the manufacture of deoxyribonucleic acid or protamine sulphate,current,
20079997,Other,current,
84081069,Other,current,
70139110,Gathered by hand,current,
10063048,Of a length/width ratio equal to or greater than 3,current,
81039910,"Bars and rods, other than those obtained simply by sintering, profiles, wire, plates, sheets, strip and foil",current,
59029090,Other,current,
38180019,Other,current,
72285040,"Containing by weight 0,9 % or more but not more than 1,15 % of carbon, 0,5 % or more but not more than 2 % of chromium and, if present, not more than 0,5 % of molybdenum",current,
58063210,With real selvedges,current,
64035119,For women,current,
15220010,Degras,current,
84128080,Other,current,
48109210,Each layer bleached,current,
15132110,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,current,
18069060,Spreads containing cocoa,current,
88026019,Other,current,
02045031,Cuts with bone in,current,
85393220,Mercury or sodium vapour lamps,current,
96190075,Tampons,current,
02109910,"Of horses, salted, in brine or dried",current,
49111090,Other,current,
45041099,Other,current,
44072997,Sanded,current,
81129970,Gallium; indium; vanadium,current,
02031913,"Loins and cuts thereof, with bone in",current,
12092210,Red clover (Trifolium pratense L.),current,
63079092,"Single-use drapes made up of fabrics of heading 5603, of a kind used during surgical procedures",current,
87112098,Exceeding 125 cm3 but not exceeding 250 cm3,current,
52082216,Not exceeding 165 cm,current,
72091891,"Of a thickness of 0,35 mm or more but less than 0,5 mm",current,
85491220,Spent electric accumulators,current,
72222019,"Less than 2,5 % of nickel",current,
84859010,Parts of machines of subheadings 84853010 or 84858010,current,
73181290,Other,current,
29333920,"2,3,5,6-Tetrachloropyridine",current,
41021090,Other,current,
15141190,Other,current,
20060091,Tropical fruit and tropical nuts,current,
34012090,Other,current,
84182159,Building-in type,current,
85073020,Hermetically sealed,current,
72163390,Of a height exceeding 180 mm,current,
84604090,Other,current,
85491110,Spent lead-acid accumulators,current,
40129090,Tyre flaps,current,
29054491,"Containing 2 % or less by weight of D-mannitol, calculated on the D-glucitol content",current,
02076005,"Not cut in pieces, fresh, chilled or frozen",current,
41021010,Of lambs,current,
33011920,Not deterpenated,current,
41071299,Equine leather,current,
88062210,"Multi rotors, equipped with permanently integrated apparatus of subheading 852589 for capturing and recording video and still images",current,
90241020,Universal or for tensile tests,current,
26122090,Other,current,
86071990,"Parts of bogies, bissel-bogies and the like",current,
72085390,Other,current,
29224985,Other,current,
85044095,Other,current,
72101280,Other,current,
85153918,"Generators or rotary converters or static converters, rectifiers or rectifying apparatus",current,
03063910,Freshwater crayfish,current,
29343010,Thiethylperazine (INN); thioridazine (INN) and its salts,current,
84295110,Loaders specially designed for underground use,current,
73269030,Ladders and steps,current,
73090030,Lined or heat-insulated,current,
44032190,Other,current,
55143090,Other woven fabrics,current,
29163990,Other,current,
72139190,"Containing by weight more than 0,75 % of carbon",current,
42032910,Protective for all trades,current,
39069060,"Copolymer of methyl acrylate with ethylene and a monomer containing a non-terminal carboxy group as a substituent, containing by weight 50 % or more of methyl acrylate, whether or not compounded with silica",current,
82151020,Containing only articles plated with precious metal,current,
70134190,Gathered mechanically,current,
51031090,Carbonised,current,
02072791,Livers,current,
29314950,Bis(1-methylpentyl) methylphosphonate,current,
87042199,Used,current,
72249031,"Containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not more than 0,5 % of molybdenum",current,
22051090,Of an actual alcoholic strength by volume exceeding 18 % vol,current,
61041990,Of other textile materials,current,
32072090,Other,current,
29331990,Other,current,
72254015,Of high-speed steel,current,
29034930,Perfluorinated derivatives,current,
61019020,"Overcoats, car coats, capes, cloaks and similar articles",current,
91131090,Of metal clad with precious metal,current,
72209080,Other,current,
61059090,Of other textile materials,current,
38249920,Getters for vacuum tubes,current,
84501111,Front-loading machines,current,
84818031,Thermostatic valves,current,
96072090,Other,current,
43021980,Other,current,
32030010,Colouring matter of vegetable origin and preparations based thereon,current,
84294030,Other,current,
87082290,Other,current,
25010051,Denatured or for industrial uses (including refining) other than the preservation or preparation of foodstuffs for human or animal consumption,current,
88069910,Of an unladen weight not exceeding 2 000 kg,current,
57032999,Other,current,
76012040,Billets,current,
42029291,"Travelling-bags, toilet bags, rucksacks and sports bags",current,
03048829,Other,current,
48025810,In rolls,current,
72261910,Not further worked than hot-rolled,current,
64029939,Other,current,
85480090,Other,current,
42023290,Of textile materials,current,
89059010,Seagoing,current,
64035931,Of less than 24 cm,current,
04012091,In immediate packings of a net content not exceeding two litres,current,
03039190,Other,current,
76151010,Cast,current,
46019910,Of plaits or similar products of plaiting materials,current,
84323990,Planters and transplanters,current,
02061010,For the manufacture of pharmaceutical products,current,
57025031,Of polypropylene,current,
45041091,With a binding substance,current,
15122910,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,current,
90318080,Other,current,
85287230,With integral tube,current,
61161080,Other,current,
44129990,Other,current,
56039210,Coated or covered,current,
04032039,Exceeding 6 %,current,
29213091,"Cyclohex-1,3-ylenediamine (1,3-diaminocyclohexane)",current,
44072199,Other,current,
03034110,For the industrial manufacture of products of heading 1604,current,
16010099,Other,current,
72282010,"Of rectangular (other than square) cross-section, hot-rolled on four faces",current,
72024950,"Containing by weight more than 0,05 % but not more than 0,5 % of carbon",current,
70139190,Gathered mechanically,current,
87043299,Used,current,
90213910,Ocular prostheses,current,
62046185,Other,current,
03035390,Brisling or sprats (Sprattus sprattus),current,
22042210,"Wine, other than that referred to in subheading 220410, in bottles with mushroom stoppers held in place by ties or fastenings; wine, otherwise put up, with an excess pressure due to carbon dioxide in solution of not less than 1 bar but less than 3 bar, measured at a temperature of 20 °C",current,
27101211,For undergoing a specific process,current,
84411030,Guillotines,current,
55162310,Jacquard fabrics of a width of 140 cm or more (mattress tickings),current,
38249993,Other,current,
30029010,Human blood,current,
03035990,Other,current,
29159015,Perfluorooctanoic acids and their salts,current,
41044159,Other,current,
70133791,Cut or otherwise decorated,current,
21021010,Culture yeast,current,
73079910,Threaded,current,
72042110,Containing by weight 8 % or more of nickel,current,
44072995,Other,current,
94054231,Of plastics,current,
40021990,Other,current,
41015050,Dried or dry-salted,current,
51072091,Unbleached,current,
44072996,"Planed; end-jointed, whether or not planed or sanded",current,
44123330,"With no outer ply of birch, poplar or aspen (Populus spp.), but with at least one outer ply of eucalyptus (Eucalyptus spp.)",current,
87082190,Other,current,
87084050,Gear boxes,current,
49111010,Commercial catalogues,current,
81129221,Waste and scrap,current,
62032911,Industrial and occupational,current,
56039310,Coated or covered,current,
92099920,Parts and accessories for the musical instruments of heading 9205,current,
29051685,Other,current,
73110019,More than 50 l,current,
85437030,Aerial amplifiers,current,
87088035,Suspension shock-absorbers,current,
63012090,Other,current,
64062010,Of rubber,current,
87021099,Used,current,
29343090,Other,current,
85287260,With a screen of the plasma display panel (PDP) technology,current,
76041090,Profiles,current,
63071010,Knitted or crocheted,current,
81126910,Unwrought cadmium; powders,current,
72254040,Of a thickness exceeding 10 mm,current,
76041010,Bars and rods,current,
20083071,"Grapefruit segments, including pomelos",current,
33012410,Not deterpenated,current,
33021090,Of a kind used in the food industries,current,
85364190,For a current exceeding 2 A,current,
61069050,Of flax or of ramie,current,
69022099,Other,current,
44081098,Other,current,
56039190,Other,current,
02109929,Boneless,current,
02031911,Fore-ends and cuts thereof,current,
21039030,"Aromatic bitters of an alcoholic strength by volume of 44,2 to 49,2 % vol containing from 1,5 to 6 % by weight of gentian, spices and various ingredients and from 4 to 10 % of sugar, in containers holding 0,5 litre or less",current,
44125110,With at least one outer ply of non-coniferous wood,current,
85392930,Of a kind used for motorcycles or other motor vehicles,current,
15079010,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,current,
72172090,"Containing by weight 0,6 % or more of carbon",current,
28402090,Other,current,
84331110,Electric,current,
62069010,Of flax or ramie,current,
03074321,Lesser cuttle fish (Sepiola rondeleti),current,
39029020,"Polybut-1-ene, a copolymer of but-1-ene with ethylene containing by weight 10 % or less of ethylene, or a blend of polybut-1-ene with polyethylene and/or polypropylene containing by weight 10 % or less of polyethylene and/or 25 % or less of polypropylene, in one of the forms mentioned in note 6(b) to this chapter",current,
84161010,Incorporating an automatic control device,current,
17011410,For refining,current,
84136020,Hydraulic units,current,
44152090,Other,current,
85061018,Other,current,
70200080,Other,current,
39072911,Polyethylene glycols,current,
73079311,Elbows and bends,current,
02101960,Fore-ends and cuts thereof,current,
20089924,Tropical fruit,current,
48045910,Of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process,current,
94034090,Other,current,
90153010,Electronic,current,
51129091,Of a weight not exceeding 200 g/m2,current,
71162011,"Necklaces, bracelets and other articles made wholly of natural precious or semi-precious stones, simply strung without fasteners or other accessories",current,
72222029,"Less than 2,5 % of nickel",current,
57023110,Axminster carpets,current,
39171090,Of cellulosic materials,current,
27102038,"With a sulphur content exceeding 0,5 % by weight",current,
52121510,Mixed mainly or solely with flax,current,
70031291,Having a non-reflecting layer,current,
41041951,"Whole hides and skins, of a unit surface area exceeding 28 square feet (2,6 m2)",current,
68030010,Roofing and wall slates,current,
29093090,Other,current,
84335310,Potato diggers and potato harvesters,current,
85363010,For a current not exceeding 16 A,current,
35022099,Other,current,
11041210,Rolled,current,
02069099,Of sheep and goats,current,
48043958,Other,current,
38011010,"Powders containing not more than 0,05 % of ash by weight",current,
38089210,Preparations based on copper compounds,current,
86069180,Other,current,
84243090,Other,current,
73181639,Other,current,
73181588,Of 800 MPa or more,current,
72165010,With a cross-section which is capable of being enclosed in a square the side of which is 80 mm,current,
12149090,Other,current,
70198090,Other,current,
72193310,"Containing by weight 2,5 % or more of nickel",current,
84833038,Other,current,
95069910,"Cricket and polo equipment, other than balls",current,
29156090,Pentanoic acids and their salts and esters,current,
72249090,Forged,current,
41041159,Other,current,
04022118,Other,current,
22082028,Other,current,
07112090,Other,current,
18069039,Not filled,current,
87033319,Other,current,
87021091,New,current,
96190079,Other,current,
38089323,"Based on derivatives of urea, of uracil or of sulphonylurea",current,
21021031,Dried,current,
29052990,Other,current,
39072920,Other,current,
44083955,"Planed; sanded; end-jointed, whether or not planed or sanded",current,
95049080,Other,current,
85402010,Television camera tubes,current,
85059021,Electromagnets of a kind used solely or principally for magnetic resonance imaging apparatus other than electromagnets of heading 9018,current,
44072110,"Sanded; end-jointed, whether or not planed or sanded",current,
64039996,For men,current,
73170060,Other,current,
12092380,Other,current,
72099020,Perforated,current,
84181080,Other,current,
54072019,3 m or more,current,
84184020,Of a capacity not exceeding 250 litres,current,
29094980,Other,current,
39219043,Other,current,
20081912,Tropical nuts; mixtures containing by weight 50 % or more of tropical nuts,current,
39039020,"Brominated polystyrene, containing by weight 58 % or more but not more than 71 % of bromine, in one of the forms mentioned in note 6(b) to this chapter",current,
41044151,"Whole hides and skins, of a unit surface area exceeding 28 square feet (2,6 m2)",current,
64019290,With uppers of plastics,current,
84431940,For use in the production of semiconductors,current,
38089260,Based on diazines or morpholines,current,
73030090,Other,current,
73181660,Self-locking nuts,current,
91149010,"Springs, including hairsprings",current,
94051190,Of other materials,current,
84631090,Other,current,
41012050,Dried or dry-salted,current,
15220099,Other,current,
61102010,"Lightweight fine knit roll, polo or turtleneck jumpers and pullovers",current,
29335995,Other,current,
41044111,"East India kip, whole or with the head and legs removed, each of a net weight of not more than 4,5 kg, not further prepared than vegetable tanned, whether or not having undergone certain treatments, but obviously unsuitable for immediate use for the manufacture of leather articles",current,
84581180,Other,current,
85392290,Other,current,
85143990,Other,current,
84335330,Beet-topping machines and beet harvesters,current,
69120083,Stoneware,current,
29333945,"3,5-Dichloro-2,4,6-trifluoropyridine",current,
85459090,Other,current,
62034190,Other,current,
03036690,Hake of the genus Urophycis,current,
29181940,"2,2-Bis(hydroxymethyl)propionic acid",current,
84233010,Using electronic means for gauging weight,current,
73043988,"Exceeding 406,4 mm",current,
87042310,Specially designed for the transport of highly radioactive materials (Euratom),current,
85446090,With other conductors,current,
72281050,Forged,current,
84518030,Machines for dressing or finishing,current,
72092890,Other,current,
90314910,Profile projectors,current,
88062290,Other,current,
61029090,"Anoraks (including ski jackets), windcheaters, wind-jackets and similar articles",current,
33012490,Deterpenated,current,
85491320,Spent electric accumulators,current,
64035950,Slippers and other indoor footwear,current,
87019510,"Agricultural tractors and forestry tractors, wheeled",current,
94031093,"Filing, card-index and other cabinets",current,
82075010,With working part of diamond or agglomerated diamond,current,
72192190,"Containing by weight less than 2,5 % of nickel",current,
29280090,Other,current,
73121089,Exceeding 48 mm,current,
85437006,Digital signal processing apparatus capable of connecting to a wired or wireless network for the mixing of sound,current,
84821010,With greatest external diameter not exceeding 30 mm,current,
55159940,Printed,current,
82076010,With working part of diamond or agglomerated diamond,current,
89032210,Seagoing,current,
22042984,Other,current,
20083055,"Mandarins (including tangerines and satsumas); clementines, wilkings and other similar citrus hybrids",current,
30061030,"Sterile surgical or dental adhesion barriers, whether or not absorbable",current,
70198010,"Boards, mattresses and similar products",current,
54076110,Unbleached or bleached,current,
59031090,"Coated, covered or laminated",current,
17029075,"In the form of powder, whether or not agglomerated",current,
82075070,Of other materials,current,
51091090,Other,current,
02069091,"Of horses, asses, mules and hinnies",current,
90330090,Other,current,
55162390,Other,current,
38011090,Other,current,
28047010,Red phosphorus,current,
56031190,Other,current,
66039090,Other,current,
03019985,Other,current,
85439010,Assemblies of stacked galvanic cells for water electrolysis machines for the production of hydrogen or oxygen,current,
07131090,Other,current,
02074499,Other,current,
72286020,Of tool steel,current,
95069990,Other,current,
44072310,"Sanded; end-jointed, whether or not planed or sanded",current,
30019098,Other,current,
72044110,"Turnings, shavings, chips, milling waste, sawdust and filings",current,
09109105,Curry,current,
87042291,New,current,
16055310,In airtight containers,current,
63041990,Of other textile materials,current,
72089020,Perforated,current,
88079010,Of kites,current,
20071010,With a sugar content exceeding 13 % by weight,current,
73121085,Exceeding 24 mm but not exceeding 48 mm,current,
64039198,For women,current,
02072670,Other,current,
84759010,Parts of machines of subheading 84752100,current,
61023010,"Overcoats, car coats, capes, cloaks and similar articles",current,
44083111,"End-jointed, whether or not planed or sanded",current,
62014090,"Of a weight, per garment, exceeding 1 kg",current,
84211920,Centrifuges of a kind used in laboratories,current,
72269191,"Of a thickness of 4,75 mm or more",current,
17026010,Isoglucose,current,
70052935,"Of a thickness exceeding 3,5 mm but not exceeding 4,5 mm",current,
62034939,Other,current,
87029039,Used,current,
94044090,Other,current,
08135099,Other,current,
84561210,"Of a kind used solely or principally for the manufacture of printed circuits, printed circuit assemblies, parts of heading 8517, or parts of automatic data processing machines",current,
19022099,Other,current,
72171050,"Containing by weight 0,25 % or more but less than 0,6 % of carbon",current,
73181692,Not exceeding 12 mm,current,
85061091,Cylindrical cells,current,
90283019,For multiphase,current,
44079139,Other,current,
29037620,Bromotrifluoromethane (Halon-1301),current,
10062092,Round grain,current,
19053211,In immediate packings of a net content not exceeding 85 g,current,
73181595,Other,current,
07119090,Mixtures of vegetables,current,
87081090,Other,current,
76020011,"Turnings, shavings, chips, milling waste, sawdust and filings; waste of coloured, coated or bonded sheets and foil, of a thickness (excluding any backing) not exceeding 0,2 mm",current,
87141020,Gear boxes and parts thereof,current,
85423990,Other,current,
84626390,Other,current,
84136061,Hydraulic fluid power,current,
90181910,Monitoring apparatus for simultaneous monitoring of two or more parameters,current,
84129070,Other,current,
85192091,With laser reading system,current,
64039111,Of less than 24 cm,current,
44192090,Other,current,
52121110,Mixed mainly or solely with flax,current,
87029019,Used,current,
85366990,Other,current,
39119013,"Poly(thio-1,4-phenylene)",current,
04101010,"Fresh, chilled or frozen, other than flours and meals",current,
44072191,Planed,current,
55082010,Not put up for retail sale,current,
03049390,Other,current,
84331151,With a seat,current,
87085091,For non-driving axles,current,
64035191,Of less than 24 cm,current,
72072032,Rolled or obtained by continuous casting,current,
84272019,Other,current,
70169070,Other,current,
62113390,Other,current,
22029995,"0,2 % or more but less than 2 %",current,
82077031,Shank type,current,
85361050,For a current exceeding 10 A but not exceeding 63 A,current,
29037760,"Trichlorofluoromethane, dichlorodifluoromethane, trichlorotrifluoroethanes, dichlorotetrafluoroethanes and chloropentafluoroethane",current,
12092950,Lupine seed,current,
85234910,Digital versatile discs (DVD),current,
27129039,For other purposes,current,
38231910,Distilled fatty acids,current,
70022090,Other,current,
39234090,Other,current,
94036030,Wooden furniture of a kind used in shops,current,
04039033,"Exceeding 1,5 % but not exceeding 27 %",current,
95030039,Of other materials,current,
55151130,Printed,current,
65050010,"Of fur felt or of felt of wool and fur, made from the hat bodies, hoods or plateaux of heading 65010000",current,
72193490,"Containing by weight less than 2,5 % of nickel",current,
23021090,Other,current,
72189980,Forged,current,
50072071,Printed,current,
85299093,For apparatus of headings 8527 and 8528,current,
73121041,Plated or coated with copper-zinc alloys (brass),current,
08051080,Other,current,
41044990,Other,current,
87089997,Other,current,
73201090,Other,current,
89059090,Other,current,
84629010,Numerically controlled,current,
22042284,Other,current,
85176910,Videophones,current,
84839020,Parts of bearing housings,current,
38089140,Based on organophosphorus compounds,current,
61159610,Knee-length stockings,current,
20089797,Of tropical fruit (including mixtures containing by weight 50 % or more of tropical nuts and tropical fruit),current,
96039010,"Hand-operated mechanical floor sweepers, not motorised",current,
94036010,Wooden furniture of a kind used in the dining room and the living room,current,
84172010,Tunnel ovens,current,
41041990,Other,current,
43023099,Other,current,
35052010,"Containing, by weight, less than 25 % of starches or dextrins or other modified starches",current,
70133710,Of toughened glass,current,
11042930,Pearled,current,
61012010,"Overcoats, car coats, capes, cloaks and similar articles",current,
20093959,Not containing added sugar,current,
84073380,Of a cylinder capacity exceeding 500 cm3 but not exceeding 1000 cm3,current,
22042997,White,current,
84314980,Other,current,
55151110,Unbleached or bleached,current,
02044290,Other,current,
27129033,For undergoing chemical transformation by a process other than those specified in respect of subheading 27129031,current,
70132210,Gathered by hand,current,
